series,index,d_theta,theta,force1
0,118,0.2888227296058811,1.7853117531476876,0.0
0,119,0.3065333665192889,1.7565370239973643,0.0
0,120,0.32394801191276573,1.7261195862014005,0.0
0,121,0.3410504257718262,1.6940970203453811,0.0
0,122,0.35782475083776977,1.6605083741322988,0.0
0,123,0.37425552718954186,1.6253940455504765,0.0
0,124,0.3903277051656817,1.5887956673783328,0.0
0,125,0.40602665714000863,1.5507559927682006,0.0
0,126,0.4213381881585892,1.511318782676952,0.0
0,127,0.43624852335748376,1.4705287659679815,0.0
0,128,0.45074438383744153,1.4284313263339172,0.0
0,129,0.4648129254783775,1.3850726014558359,0.0
0,130,0.4784417685699588,1.3404993183319285,0.0
0,131,0.4916190032297179,1.2947586994745064,0.0
0,132,0.504333193910649,1.2478983743815604,0.0
0,133,0.5165733830231037,1.1999662966439992,0.0
0,134,0.5283290938698181,1.151010667059987,0.0
0,135,0.5395903326748862,1.1010798628519685,0.0
0,136,0.5503475900480211,1.050222373325251,0.0
0,137,0.5605918418099928,0.9984867420025585,0.0
0,138,0.5703145492730505,0.9459215153066992,0.0
0,139,0.5795076590401423,0.8925751978036889,0.0
0,140,0.5881636023888828,0.8384962139529049,0.0
0,141,0.5962752943071118,0.7837328762446797,0.0
0,142,0.6038361322384505,0.7283333596055942,0.0
0,143,0.6108399946049494,0.6723456818355497,0.0
0,144,0.6172812391611502,0.6158176898725699,0.0
0,145,0.623154701240431,0.5587970515741664,0.0
0,146,0.6284556919448937,0.5013312527182354,0.0
0,147,0.6331799963295839,0.4434675988749254,0.0
0,148,0.6373238716288601,0.3852532217606741,0.0
0,149,0.6408840455665203,0.32673508968527476,0.0
0,150,0.6438577147895422,0.2679600216517697,0.0
0,151,0.6462425434590255,0.20897470467219556,0.0
0,152,0.6480366620284524,0.14982571383291626,0.0
0,153,0.649238666234498,0.09055953462707056,0.0
0,154,0.6498476163203744,0.031222587072009728,0.0
0,155,0.6498630365072816,-0.028138748894901026,0.0
0,156,0.6492849147369245,-0.08747810642589679,0.0
0,157,0.648113702687856,-0.14674910597690247,0.0
0,158,0.6463503160010313,-0.2059053302461297,0.0
0,159,0.643996134790296,-0.2649002977476696,0.0
0,160,0.6410530044065225,-0.32368743861508387,0.0
0,161,0.6375232364349898,-0.3822200721674394,0.0
0,162,0.6334096099068725,-0.44045138670958495,0.0
0,163,0.6287153726990536,-0.4983344220655705,0.0
0,164,0.6234442430930524,-0.5558220552993767,0.0
0,165,0.617600411459431,-0.61286699006671,0.0
0,166,0.6111885420282236,-0.6694217500370995,0.0
0,167,0.6042137747030577,-0.7254386767848876,0.0
0,168,0.5966817268733676,-0.7808699325204007,0.0
0,169,0.5885984951720914,-0.8356675080313405,0.0
0,170,0.5799706571282144,-0.889783236126501,0.0
0,171,0.5708052726551796,-0.9431688108835953,0.0
0,172,0.5611098853454253,-0.9957758129335911,0.0
0,173,0.5508925233673294,-1.0475557409953278,0.0
0,174,0.5401617001858219,-1.0984600497755501,0.0
0,175,0.5289264147573721,-1.1484401943967633,0.0
0,176,0.517196151276469,-1.197447681371671,0.0
0,177,0.5049808783805847,-1.2454341261269044,0.0
0,178,0.4922910477459417,-1.292351317031416,0.0
0,179,0.479137592012479,-1.33815128579979,0.0
0,180,0.46553192197109006,-1.3827863841111416,0.0
0,181,0.4514859229593204,-1.4262093661752435,0.0
0,182,0.4370119503970554,-1.4683734769864571,0.0
0,183,0.42212282441767346,-1.509232545859103,0.0
0,184,0.40683180232132554,-1.5487411597722016,0.0
0,185,0.39115263345508067,-1.5868545379805579,0.0
0,186,0.3750994900054119,-1.6235288702319393,0.0
0,187,0.358686977342747,-1.6587213483100671,0.0
0,188,0.34193012345883117,-1.692390278427661,0.0
0,189,0.32484436723205656,-1.7244951956412364,0.0
0,190,0.3074455455783118,-1.7549969792607232,0.0
0,191,0.2897498803600725,-1.783857966230647,0.0
0,192,0.2717739613494339,-1.8110420715974302,0.0
0,193,0.25353472975551206,-1.836514901993386,0.0
0,194,0.23504946283722167,-1.860243863054931,0.0
0,195,0.21633575433400165,-1.882198270603827,0.0
0,196,0.19741149483595483,-1.9023494556421536,0.0
0,197,0.17829485112954985,-1.9206708646390473,0.0
0,198,0.15900424456192108,-1.937138154301296,0.0
0,199,0.1395583284908859,-1.9517292800269135,0.0
1,0,0.0,-1.98,0.0
1,1,-0.019796770542774775,-1.9790289256793296,0.0
1,2,-0.03957412406767154,-1.9761170244285033,0.0
1,3,-0.059312670065435766,-1.971268288893005,0.0
1,4,-0.07899307119435967,-1.96448935627574,0.0
1,5,-0.09859606960565977,-1.9557894826640903,0.0
1,6,-0.11810251296230109,-1.9451805074100406,0.0
1,7,-0.1374933800540082,-1.9326768078795198,0.0
1,8,-0.1567498059118002,-1.9182952449725554,0.0
1,9,-0.1758531063357619,-1.9020550998898724,0.0
1,10,-0.19478480174665147,-1.8839780026997508,0.0
1,11,-0.21352664028610685,-1.8640878533173635,0.0
1,12,-0.232060620091402,-1.8424107355699335,0.0
1,13,-0.2503690106789705,-1.8189748250694504,0.0
1,14,-0.2684343733803411,-1.793810291651367,0.0
1,15,-0.28623958060381355,-1.7669491974620672,0.0
1,16,-0.303767833360466,-1.738425392599673,0.0
1,17,-0.32100268186210423,-1.7082744001135233,0.0
1,18,-0.3379280388411725,-1.676533309865548,0.0
1,19,-0.3545281948323376,-1.6432406659961925,0.0
1,20,-0.3707878326207179,-1.6084363528834826,0.0
1,21,-0.386692040075086,-1.5721614823652785,0.0
1,22,-0.4022263218634691,-1.5344582819758725,0.0
1,23,-0.4173766100574868,-1.4953699849434303,0.0
1,24,-0.4321292517282894,-1.45494079196082,0.0
1,25,-0.4464710842853793,-1.4132155627681133,0.0
1,26,-0.46038937487224346,-1.3702399152986566,0.0
1,27,-0.47387184987794123,-1.326060063794445,0.0
1,28,-0.48690670043453543,-1.2807227269114532,0.0
1,29,-0.4994825870233245,-1.2342750409245888,0.0
1,30,-0.5115886432098986,-1.1867644783985773,0.0
1,31,-0.5232144787089579,-1.1382387726702574,0.0
1,32,-0.5343501815544398,-1.0887458482550227,0.0
1,33,-0.5449863197171179,-1.0383337574936438,0.0
1,34,-0.5551139420914256,-0.9870506234870966,0.0
1,35,-0.5647245789441667,-0.9349445893882578,0.0
1,36,-0.5738102418875618,-0.882063774061596,0.0
1,37,-0.5823634234410344,-0.8284562340571222,0.0
1,38,-0.5903770962436836,-0.774169931804022,0.0
1,39,-0.5978447119789306,-0.719252709877836,0.0
1,40,-0.6047602000718184,-0.663752271145002,0.0
1,41,-0.6111179662167131,-0.6077161645490765,0.0
1,42,-0.6169128907884563,-0.5511917762859757,0.0
1,43,-0.6221403271925287,-0.49422632603290295,0.0
1,44,-0.6267961002008192,-0.4368668679114738,0.0
1,45,-0.6308765043187567,-0.37916029581812455,0.0
1,46,-0.6343783022266447,-0.32115335271383927,0.0
1,47,-0.6372987233314665,-0.26289264347379127,0.0
1,48,-0.6396354624636439,-0.20442465084445993,0.0
1,49,-0.6413866787467077,-0.1457957540702192,0.0
1,50,-0.6425509946648027,-0.08705224971187564,0.0
1,51,-0.6431274953472935,-0.028240374186126516,0.0
1,52,-0.643115728085433,0.030593672468716557,0.0
1,53,-0.6425157021051214,0.08940370120059066,0.0
1,54,-0.6413278885922739,0.14814351009680543,0.0
1,55,-0.6395532209134723,0.2067668607838201,0.0
1,56,-0.6371930951048419,0.2652274538136663,0.0
1,57,-0.6342493705963349,0.3234789061876732,0.0
1,58,-0.6307243711526995,0.38147473061269915,0.0
1,59,-0.6266208860108645,0.4391683169785142,0.0
1,60,-0.6219421711899362,0.49651291650945484,0.0
1,61,-0.6166919509441219,0.5534616290541978,0.0
1,62,-0.6108744193256366,0.6099673939402587,0.0
1,63,-0.6044942418188423,0.6659829848196142,0.0
1,64,-0.5975565570052168,0.7214610088827033,0.0
1,65,-0.590066978211891,0.7763539108240665,0.0
1,66,-0.5820315950965486,0.8306139818797813,0.0
1,67,-0.5734569751137122,0.8841933742634962,0.0
1,68,-0.5643501648105509,0.9370441212452918,0.0
1,69,-0.5547186909190112,0.9891181631326978,0.0
1,70,-0.5445705610458318,1.0403673793270027,0.0
1,71,-0.5339142641808305,1.0907436265843533,0.0
1,72,-0.5227587706772759,1.1401987836200485,0.0
1,73,-0.5111135317822032,1.1886848020744154,0.0
1,74,-0.4989884786283842,1.2361537638228957,0.0
1,75,-0.48639402061765896,1.2825579446023982,0.0
1,76,-0.4733410431388388,1.3278498838044785,0.0
1,77,-0.4598409045589583,1.3719824602597772,0.0
1,78,-0.44590543242456937,1.414908973791922,0.0
1,79,-0.43154691882237384,1.4565832322168835,0.0
1,80,-0.4167781148447165,1.4969596434345085,0.0
1,81,-0.40161220298507877,1.535993386237933,0.0
1,82,-0.3860628515998411,1.573640285823731,0.0
1,83,-0.37014414588435157,1.6098571471396954,0.0
1,84,-0.3538705980256437,1.6446017851970318,0.0
1,85,-0.3372571365655177,1.677833135112243,0.0
1,86,-0.3203190946270869,1.7095113639820596,0.0
1,87,-0.30307219705702254,1.7395979836178892,0.0
1,88,-0.28553254741792,1.7680559610038808,0.0
1,89,-0.2677166105689302,1.794849836898511,0.0
1,90,-0.24964119694860726,1.8199458347350892,0.0
1,91,-0.2313234468097093,1.843311966242489,0.0
1,92,-0.21278081088773818,1.8649181393627792,0.0
1,93,-0.19403103093197424,1.8847362602614435,0.0
1,94,-0.1750921192319655,1.9027403306841304,0.0
1,95,-0.15598233719641758,1.918906539851587,0.0
1,96,-0.13672017304649176,1.9332133501283253,0.0
1,97,-0.11732431868241053,1.94564157575477,0.0
1,98,-0.09781364580399932,1.956174453962536,0.0
1,99,-0.0782071813581857,1.9647977078677528,0.0
1,100,-0.058524082403242667,1.9714996005900414,0.0
1,101,-0.03878361047503269,1.9762709801259741,0.0
1,102,-0.01900510555478107,1.979105314576191,0.0
1,103,0.0007920402671691834,1.979998717415431,0.0
1,104,0.020588409538791715,1.9789499626229146,0.0
1,105,0.04036458544160786,1.9759604893425176,0.0
1,106,0.06010117908225711,1.971034396374101,0.0
1,107,0.07977885579219046,1.964178426242806,0.0
1,108,0.09937836144362272,1.9554019391230255,0.0
1,109,0.11888054845358684,1.9447168768266254,0.0
1,110,0.13826640138043783,1.9321377171750922,0.0
1,111,0.15751706201753443,1.9176814191591462,0.0
1,112,0.17661385389412282,1.9013673593674514,0.0
1,113,0.1955383060995035,1.883217260236843,0.0
1,114,0.21427217635123633,1.8632551107420419,0.0
1,115,0.23279747323547575,1.8415070801989049,0.0
1,116,0.25109647755399955,1.8180014259043025,0.0
1,117,0.2691517627196936,1.7927683953761209,0.0
1,118,0.2869462139233696,1.7658401243617827,0.0
1,119,0.3044630457860377,1.7372505320845288,0.0
1,120,0.3216858227960909,1.7070352062477148,0.0
1,121,0.3385984724720893,1.6752312971451002,0.0
1,122,0.3551853007773164,1.6418774047070546,0.0
1,123,0.37143100645977767,1.6070134645820775,0.0
1,124,0.38732069384168666,1.570680635382415,0.0
1,125,0.4028398844903403,1.532921186976949,0.0
1,126,0.41797452777824173,1.4937783905738926,0.0
1,127,0.4327109884532288,1.4532964806881576,0.0
1,128,0.44703612188026876,1.4115203466149384,0.0
1,129,0.46093721345547994,1.3684956319714079,0.0
1,130,0.47440200805728244,1.3242685729180907,0.0
1,131,0.48741871550938864,1.2788859064522398,0.0
1,132,0.4999760151500413,1.2323947838341913,0.0
1,133,0.512063059536567,1.1848426894755484,0.0
1,134,0.5236694774785088,1.1362773656639198,0.0
1,135,0.534785376181147,1.0867467432084454,0.0
1,136,0.5454013428368968,1.0362988783410563,0.0
1,137,0.5555084455902457,0.9849818959003085,0.0
1,138,0.5650982339653182,0.9328439388828546,0.0
1,139,0.5741627388220095,0.8799331243526719,0.0
1,140,0.5826944719018597,0.8262975056705859,0.0
1,141,0.5906864250285219,0.7719850409296648,0.0
1,142,0.5981320690215164,0.7170435674661878,0.0
1,143,0.6050253523866436,0.6615207822269641,0.0
1,144,0.6113606998367278,0.6054642277865252,0.0
1,145,0.6171330107003531,0.5489212837225018,0.0
1,146,0.6223376572702443,0.4919391630422946,0.0
1,147,0.6269704831389553,0.4345649133338239,0.0
1,148,0.6310278015688718,0.37684542225472545,0.0
1,149,0.6345063939368619,0.3188274269773581,0.0
1,150,0.6374035082914807,0.2605575271683598,0.0
1,151,0.6397168580560099,0.20208220106273125,0.0
1,152,0.6414446209056157,0.14344782418710342,0.0
1,153,0.6425854378431893,0.08470069025680352,0.0
1,154,0.6431384124930176,0.02588703377225412,0.0
1,155,0.6431031106269208,-0.03294694617426304,0.0
1,156,0.6424795599483477,-0.09175506041771053,0.0
1,157,0.6412682501252488,-0.1504911060865015,0.0
1,158,0.6394701330207987,-0.2091088428096823,0.0
1,159,0.6370866231923347,-0.2675619682164703,0.0
1,160,0.6341195986246694,-0.3258040955183142,0.0
1,161,0.6305714016791939,-0.3837887328474005,0.0
1,162,0.6264448402389728,-0.44146926482680204,0.0
1,163,0.6217431890247008,-0.4987989368451611,0.0
1,164,0.6164701910529549,-0.5557308424766664,0.0
1,165,0.6106300592025513,-0.612217914489542,0.0
1,166,0.6042274778508286,-0.6682129198579752,0.0
1,167,0.5972676045386699,-0.723668459161005,0.0
1,168,0.5897560716181037,-0.7785369707394122,0.0
1,169,0.5816989878323212,-0.8327707399529756,0.0
1,170,0.5731029397777125,-0.8863219138257391,0.0
1,171,0.5639749931897418,-0.9391425213695108,0.0
1,172,0.5543226940267071,-0.9911844997908552,0.0
1,173,0.544154069145245,-1.042399726804229,0.0
1,174,0.5334776267940106,-1.0927400591399448,0.0
1,175,0.5223023565752402,-1.1421573774072313,0.0
1,176,0.510637728957297,-1.1906036373015498,0.0
1,177,0.49849369424015516,-1.2380309271861345,0.0
1,178,0.4858806809150319,-1.2843915319585022,0.0
1,179,0.47280959335495004,-1.3296380030851243,0.0
1,180,0.45929180877375203,-1.3737232346292017,0.0
1,181,0.4453391733964672,-1.4166005450215726,0.0
1,182,0.43096399778493194,-1.4582237642724547,0.0
1,183,0.4161790512646675,-1.4985473262645324,0.0
1,184,0.4009975342571693,-1.537526439672343,0.0
1,185,0.3854331327779884,-1.5751169638139528,0.0
1,186,0.36949994929525515,-1.6112757419471853,0.0
1,187,0.35321251286335764,-1.6459606317566293,0.0
1,188,0.3365857684440115,-1.6791306154728212,0.0
1,189,0.3196350650844052,-1.7107459118110018,0.0
1,190,0.3023761430210862,-1.7407680887118553,0.0
1,191,0.28482512066825005,-1.7691601736944687,0.0
1,192,0.2669984769506253,-1.7958867729057704,0.0
1,193,0.24891303586316363,-1.820914179179876,0.0
1,194,0.2305859504407506,-1.8442104780823882,0.0
1,195,0.21203468344294224,-1.8657456555500467,0.0
1,196,0.19327698784260575,-1.885491699733444,0.0
1,197,0.1743308863141247,-1.903422698149221,0.0
1,198,0.15521464977573896,-1.919514929340407,0.0
1,199,0.13594677504767652,-1.9337469482822165,0.0
2,0,0.0,-1.96,0.0
2,1,-0.019596803212436766,-1.95903873388714,0.0
2,2,-0.03917438550042568,-1.9561562363285974,0.0
2,3,-0.05871355202956365,-1.9513564370446148,0.0
2,4,-0.07819516029615324,-1.944645868826263,0.0
2,5,-0.0976001460398344,-1.9360336425536682,0.0
2,6,-0.11690954886042995,-1.9255314125321927,0.0
2,7,-0.1361045374392889,-1.9131533324539947,0.0
2,8,-0.15516643427595467,-1.898916002371052,0.0
2,9,-0.17407673985071767,-1.882838407143359,0.0
2,10,-0.1928171561315682,-1.8649418468939807,0.0
2,11,-0.21136960934860693,-1.8452498600658351,0.0
2,12,-0.2297162719640485,-1.8237881397323021,0.0
2,13,-0.24783958377589926,-1.8005844438571237,0.0
2,14,-0.26572227209500676,-1.7756685002460253,0.0
2,15,-0.283347370779946,-1.749071907229562,0.0
2,16,-0.30069823755787106,-1.7208280319701232,0.0
2,17,-0.3177585744367569,-1.6909718982336566,0.0
2,18,-0.3345124408876138,-1.6595400829284503,0.0
2,19,-0.35094426899498,-1.6265706063345615,0.0
2,20,-0.36703887781062244,-1.592102820770527,0.0
2,21,-0.3827814861210487,-1.5561773004646189,0.0
2,22,-0.3981577241173022,-1.5188357323853876,0.0
2,23,-0.4131536439837889,-1.4801208087287274,0.0
2,24,-0.4277557076775725,-1.440076190253345,0.0
2,25,-0.4419508617822377,-1.3987462024767707,0.0
2,26,-0.45572647745940875,-1.3561759346704074,0.0
2,27,-0.46907037987026046,-1.3124110806610914,0.0
2,28,-0.4819708537646615,-1.2674978487321142,0.0
2,29,-0.49441664819433795,-1.2214828764583927,0.0
2,30,-0.506396980373827,-1.1744131508126716,0.0
2,31,-0.5179015388798378,-1.1263359339157606,0.0
2,32,-0.5289204859741575,-1.0772986944961134,0.0
2,33,-0.5394444593776966,-1.0273490454230585,0.0
2,34,-0.5494645734251298,-0.9765346873209318,0.0
2,35,-0.558972419685641,-0.9249033583585874,0.0
2,36,-0.5679600671128406,-0.8725027902155194,0.0
2,37,-0.5764200617853827,-0.8193806701798663,0.0
2,38,-0.5843454262980675,-0.7655846092922378,0.0
2,39,-0.5917296588651245,-0.7111621163813803,0.0
2,40,-0.5985667321915397,-0.6561605778227657,0.0
2,41,-0.6048510921704837,-0.6006272427804593,0.0
2,42,-0.6105776564588261,-0.5446092136819622,0.0
2,43,-0.615741812982953,-0.48815344161640356,0.0
2,44,-0.6203394184215744,-0.43130672633493367,0.0
2,45,-0.6243667967099915,-0.37411572049448405,0.0
2,46,-0.6278207376067441,-0.31662693775613465,0.0
2,47,-0.6306984953585072,-0.2588867643418862,0.0
2,48,-0.6329977874962656,-0.20094147361747208,0.0
2,49,-0.6347167937906792,-0.1428372432603197,0.0
2,50,-0.6358541553901709,-0.08462017455616581,0.0
2,51,-0.6364089741605558,-0.026336313365130055,0.0
2,52,-0.6363808122408403,0.03196832772933951,0.0
2,53,-0.6357696918397157,0.09024774563606726,0.0
2,54,-0.634576095265272,0.14845592471788446,0.0
2,55,-0.6328009651355823,0.2065468147095837,0.0
2,56,-0.6304457048407678,0.2644743078343626,0.0
2,57,-0.6275121792233569,0.32219221798277453,0.0
2,58,-0.6240027154587753,0.37965426159859555,0.0
2,59,-0.619920104116696,0.43681404073747443,0.0
2,60,-0.6152676003785278,0.4936250287628375,0.0
2,61,-0.6100489253834743,0.5500405591038943,0.0
2,62,-0.6042682676697803,0.6060138175095726,0.0
2,63,-0.5979302846741168,0.6614978382010624,0.0
2,64,-0.591040104248674,0.7164455042991632,0.0
2,65,-0.583603326150507,0.7708095528895859,0.0
2,66,-0.5756260234570464,0.8245425850369061,0.0
2,67,-0.5671147438534228,0.8775970810677016,0.0
2,68,-0.5580765107700715,0.9299254213480747,0.0
2,69,-0.5485188241693963,0.9814799128253786,0.0
2,70,-0.5384496612076702,1.0322128214450172,0.0
2,71,-0.5278774764296763,1.08207641064694,0.0
2,72,-0.5168112015760182,1.1310229859960552,0.0
2,73,-0.5052602449130055,1.1790049459926741,0.0
2,74,-0.4932344900244195,1.225974839046125,0.0
2,75,-0.4807442940017055,1.271885426554543,0.0
2,76,-0.4678004849751622,1.3166897519533498,0.0
2,77,-0.45441435892322884,1.3603412155690737,0.0
2,78,-0.4405976757073591,1.402793655019825,0.0
2,79,-0.4263626542755632,1.4440014308758646,0.0
2,80,-0.41172196698474123,1.4839195172178845,0.0
2,81,-0.3966887119735052,1.5225036698731016,0.0
2,82,-0.38127646720263897,1.5597103026188348,0.0
2,83,-0.3654992216657082,1.5954968157626466,0.0
2,84,-0.34937138536517354,1.629821625144841,0.0
2,85,-0.33290777863046694,1.6626442698026644,0.0
2,86,-0.3161236203292735,1.6939255213150295,0.0
2,87,-0.29903451502812944,1.7236274938808405,0.0
2,88,-0.2816564400634366,1.751713751970469,0.0
2,89,-0.2640057278740074,1.7781494268360303,0.0
2,90,-0.24609905090285858,1.8029013213204805,0.0
2,91,-0.22795340558716423,1.8259380134969478,0.0
2,92,-0.20958609325739908,1.8472299615135486,0.0
2,93,-0.1910147008484707,1.8667496027533095,0.0
2,94,-0.1722570806291015,1.8844714484055394,0.0
2,95,-0.1533313290136761,1.900372172650106,0.0
2,96,-0.13425576451196927,1.9144306957245865,0.0
2,97,-0.11504890488041461,1.926628260180952,0.0
2,98,-0.09572944354874308,1.936948499682901,0.0
2,99,-0.07631622539922563,1.9453774997555948,0.0
2,100,-0.056828221977797244,1.9519038499647532,0.0
2,101,-0.037284506231784836,1.9565186870640006,0.0
2,102,-0.01770422686085922,1.95921572873581,0.0
2,103,0.0018934176212016393,1.9599912976255298,0.0
2,104,0.021489205221725337,1.9588443355017735,0.0
2,105,0.04106391605408269,1.9557764072123303,0.0
2,106,0.06059835919939776,1.9507916947601398,0.0
2,107,0.0800733985828954,1.9438969812355555,0.0
2,108,0.09946997886321443,1.9351016248877988,0.0
2,109,0.11876915101375908,1.924417523541204,0.0
2,110,0.13795209750152712,1.9118590696704112,0.0
2,111,0.15700015697231123,1.8974430965284081,0.0
2,112,0.17589484835359157,1.881188815798086,0.0
2,113,0.19461789429397192,1.8631177473055707,0.0
2,114,0.21315124386239115,1.8432536413966285,0.0
2,115,0.23147709443870856,1.8216223946293397,0.0
2,116,0.24957791272676266,1.7982519594934754,0.0
2,117,0.2674364548436861,1.773172248882891,0.0
2,118,0.28503578512031186,1.7464150366102302,0.0
2,119,0.30235929373468434,1.7180138547604673,0.0
2,120,0.3193907167350527,1.6880038814869396,0.0
