series,index,d_theta,theta,force1,d_theta_norm,theta_norm,force1_norm
117,61,0.1024515438273503,-0.1127881809610147,0.0,0.5788238515797679,0.47180295717416937,
117,62,0.1012736869498325,-0.1227644260588036,0.0,0.5779176133482055,0.4693088958869589,
117,63,0.0999966587806403,-0.1326208658089549,0.0,0.5769350731331812,0.46684478593681117,
117,64,0.0986217056574192,-0.1423478646942034,0.0,0.5758771898617475,0.46441303620305474,
117,65,0.0971501668243603,-0.1519359318158298,0.0,0.5747449939428706,0.4620160194103815,
117,66,0.0955834812788746,-0.1613756637023049,0.0,0.5735395925352331,0.45965608642668593,
117,67,0.0939231787123753,-0.1706578205174316,0.0,0.5722621625771097,0.45733554721102904,
117,68,0.0921708804737854,-0.1797733124592631,0.0,0.5709139515276855,0.45505667421390916,
117,69,0.0903282980246262,-0.1887132086489227,0.0,0.5694962761784079,0.4528217001550569,
117,70,0.0883972313056261,-0.1974687459020561,0.0,0.5680105213962618,0.4506328158305721,
117,71,0.0863795670176974,-0.2060313373666249,0.0,0.5664581388011604,0.44849216795347524,
117,72,0.0842772768149631,-0.2143925810365837,0.0,0.564840645375667,0.4464018570252885,
117,73,0.082092415416439,-0.2225442681070327,0.0,0.5631596220121322,0.4443639352472473,
117,74,0.0798271186318994,-0.2304783911893839,0.0,0.5614167119938017,0.4423804044665089,
117,75,0.077483601307888,-0.2381871523563721,0.0,0.5596136194144863,0.4404532141648996,
117,76,0.0750641551948898,-0.2456629710120467,0.0,0.5577521075375723,0.4385842594914167,
117,77,0.0725711467352805,-0.2528984915845599,0.0,0.5558339970940797,0.43677537933903154,
117,78,0.0700070147772155,-0.259886591020411,0.0,0.5538611645237366,0.4350283544711284,
117,79,0.0673742682117912,-0.2666203860851736,0.0,0.5518355401570221,0.43334490569632284,
117,80,0.0646754835430186,-0.2730932404385144,0.0,0.5497591063455131,0.43172669209970654,
117,81,0.0619133021362977,-0.2792987725030594,0.0,0.5476338953448722,0.43017530907563123,
117,82,0.0590904284129064,-0.2852308588888044,0.0,0.5454619879256946,0.4286922874716057,
117,83,0.0562096264328368,-0.2908836441962994,0.0,0.5432455107443568,0.4272790911375,
117,84,0.0532737174646829,-0.2962515459359529,0.0,0.5409866344732982,0.4259371156957191,
117,85,0.0502855772276061,-0.3013292604064631,0.0,0.5386875716790003,0.42466768707159536,
117,86,0.0472481330823176,-0.3061117682922255,0.0,0.5363505746607403,0.4234720600940362,
117,87,0.0441643611597807,-0.3105943399978441,0.0,0.5339779332414271,0.4223514171618967,
117,88,0.0410372834473996,-0.3147725406803527,0.0,0.5315719725257256,0.4213068669859242,
117,89,0.0378699648235022,-0.3186422349942729,0.0,0.5291350506184014,0.42033944340249335,
117,90,0.0346655081941585,-0.3221995936410807,0.0,0.5266695548826079,0.4194501037362403,
117,91,0.0314270542721871,-0.3254410935518571,0.0,0.5241779017698557,0.4186397287543992,
117,92,0.0281577779733188,-0.3283635227565841,0.0,0.5216625340472346,0.41790912144947856,
117,93,0.0248608847596155,-0.3309639845689096,0.0,0.5191259179840563,0.41725900599307025,
117,94,0.0215396074708566,-0.3332399007243917,0.0,0.5165705409139352,0.416690026951288,
117,95,0.0181972031264406,-0.3351890141799627,0.0,0.5139989087741853,0.41620274858490164,
117,96,0.0148369496995154,-0.3368093915704479,0.0,0.511413543623849,0.4157976542352073,
117,97,0.0114621428700028,-0.3380994253151779,0.0,0.5088169811454879,0.4154751457973744,
117,98,0.008076092757461,-0.3390578353727483,0.0,0.5062117681314598,0.41523554328175566,
117,99,0.0046821206394328,-0.3396836706395565,0.0,0.5036004599590307,0.4150790844642529,
117,100,0.0012835556548822,-0.3399763099907803,0.0,0.500985618054011,0.4150059246260726,
117,101,-0.0021162684986682,-0.3399354629598539,0.0,0.49836980734954756,0.4150161363838564,
117,102,-0.0055140167731735,-0.3395611700649047,0.0,0.4957555938178737,0.41510970960807264,
117,103,-0.0089063562202036,-0.3388538027885471,0.0,0.4931455418157877,0.415286551428067,
117,104,-0.0122899593206241,-0.3378140631455184,0.0,0.49054221152280986,0.41554648634015434,
117,105,-0.0156615072245353,-0.3364429829077204,0.0,0.4879481564483873,0.41588925640135793,
117,106,-0.0190176930443396,-0.3347419224758369,0.0,0.4853659208982209,0.4163145215115051,
117,107,-0.022355225134331,-0.33271256939279,0.0,0.4827980374509631,0.41682185978486314,
117,108,-0.0256708303528052,-0.3303569365024394,0.0,0.4802470244483635,0.41741076801046445,
117,109,-0.0289612573035597,-0.3276773597572828,0.0,0.4777153835012721,0.41808066220018175,
117,110,-0.0322232795558583,-0.324676495677285,0.0,0.4752055970122122,0.4188308782240204,
117,111,-0.035453698835793,-0.3213573184666437,0.0,0.47272012571995914,0.41966067253092715,
117,112,-0.0386493481866819,-0.3177231167937446,0.0,0.4702614062679436,0.42056922295380134,
117,113,-0.0418070950966854,-0.3137774902386547,0.0,0.46783184879787637,0.42155562959762166,
117,114,-0.044923845648439,-0.3095243439787495,0.0,0.4654338337570381,0.42261891616803926,
117,115,-0.047996546402027,-0.3049678856990949,0.0,0.4630697104495269,0.42375803074378227,
117,116,-0.0510221863025338,-0.3001126228569763,0.0,0.46074179556859624,0.42497184646052355,
117,117,-0.0539978006519096,-0.2949633565924945,0.0,0.4584523701407183,0.4262591630332318,
117,118,-0.0569204746297071,-0.2895251763102526,0.0,0.4562036768167429,0.42761870811074965,
117,119,-0.0597873455781737,-0.2838034545209236,0.0,0.45399791811375745,0.42904913856540206,
117,120,-0.0625956059765389,-0.2778038411060787,0.0,0.45183725412668235,0.43054904192678894,
117,121,-0.0653425061817746,-0.2715322573787713,0.0,0.4497238004195415,0.4321169378666394,
117,122,-0.0680253571086351,-0.2649948898873924,0.0,0.44765962596345016,0.4337512797478478,
117,123,-0.0706415328475092,-0.2581981839699163,0.0,0.4456467511224506,0.4354504562359122,
117,124,-0.0731884732196583,-0.2511488370619614,0.0,0.44368714568752243,0.4372127929719196,
117,125,-0.0756636862607107,-0.2438537917845129,0.0,0.44178272696579207,0.4390365543006147,
117,126,-0.0780647506350346,-0.2363202288107696,0.0,0.43993535792292465,0.4409199450536887,
117,127,-0.0803893179814074,-0.2285555595127022,0.0,0.438146845378375,0.44286111238813936,
117,128,-0.0826351151783649,-0.220567418425132,0.0,0.43641893826243766,0.44485814767025156,
117,129,-0.0847999465394154,-0.2123636555012395,0.0,0.4347533259272584,0.4469090884117203,
117,130,-0.0868816959257245,-0.2039523282010649,0.0,0.4331516365213429,0.44901192024752506,
117,131,-0.0888783287802325,-0.1953416934057543,0.0,0.43161543542451525,0.4511645789573688,
117,132,-0.090787894081451,-0.1865401991654762,0.0,0.430146223744675,0.4533649525286986,
117,133,-0.0926085262119568,-0.177556476303869,0.0,0.4287454368801856,0.4556108832555938,
117,134,-0.0943384467435872,-0.1683993298750564,0.0,0.4274144431463527,0.45790016987451226,
117,135,-0.0959759661359644,-0.1590777304901734,0.0,0.4261545424685857,0.4602305697326587,
117,136,-0.0975194853480922,-0.1496008055178163,0.0,0.424966965142443,0.46259980098787234,
117,137,-0.0989674973613391,-0.1399778301690369,0.0,0.4238528706618542,0.46500554483737844,
117,138,-0.100318585241133,-0.1302182393982897,0.0,0.4228133492104448,0.46744544254255127,
117,139,-0.1015714339747873,-0.1203315568638012,0.0,0.42184941255356095,0.469917113188822,
117,140,-0.1027248208602967,-0.1103274467426904,0.0,0.420962001433091,0.4724181407318986,
117,141,-0.1037776204018793,-0.1002156844092653,0.0,0.42015198180085495,0.4749460813281915,
117,142,-0.1047288053713875,-0.0900061471026745,0.0,0.41942014400196,0.47749846566790083,
117,143,-0.1055774477874224,-0.0797088044227711,0.0,0.41876720202147333,0.4800728013510507,
117,144,-0.1063227197873771,-0.0693337088653822,0.0,0.4181937928134758,0.48266657525367135,
117,145,-0.1069638944087771,-0.0588909862691233,0.0,0.4177004756999018,0.4852772559160961,
117,146,-0.1075003462746539,-0.0483908262175153,0.0,0.41728773184321605,0.4879022959424316,
117,147,-0.1079315521828029,-0.0378434723999248,0.0,0.41695596379304023,0.4905391344103231,
117,148,-0.1082570915985122,-0.0272592129374533,0.0,0.4167054951070502,0.493185199289482,
117,149,-0.1084766470503434,-0.0166483706827539,0.0,0.4165365700464632,0.495837909866732,
117,150,-0.1085900044288619,-0.0060212934961976,0.0,0.41644935334619687,0.4984946791769669,
117,151,-0.108597053187999,0.0046116554919171,0.0,0.416443930059941,0.5011529164375988,
117,152,-0.1084977864510474,0.0152401074939232,0.0,0.41652030547860625,0.5038100294516981,
117,153,-0.1082923010217034,0.0258536978961489,0.0,0.41667840512182686,0.5064634270658331,
117,154,-0.107980797287507,0.0364420762531424,0.0,0.4169180748122549,0.5091105216686279,
117,155,-0.1075635790303189,0.0469949158362588,0.0,0.4172390808213776,0.5117487315779078,
117,156,-0.1070410531404406,0.0575019233611685,0.0,0.41764111008947247,0.5143754834725776,
117,157,-0.1064137292337129,0.0679528486903615,0.0,0.41812377052020977,0.5169882148182462,
117,158,-0.1056822191715363,0.0783374945124435,0.0,0.41868659134994773,0.5195843762870523,
117,159,-0.1048472364845568,0.0886457259835905,0.0,0.4193290235911451,0.5221614341680272,
117,160,-0.103909595699851,0.0988674803337231,0.0,0.4200504405500233,0.5247168727686375,
117,161,-0.1028702115715614,0.1089927764236707,0.0,0.4208501384185116,0.5272481968040784,
117,162,-0.1017300982211701,0.1190117242360133,0.0,0.4217273369357175,0.5297529337699819,
117,163,-0.1004903681766006,0.1289145343358849,0.0,0.4226811801272376,0.532228636307619,
117,164,-0.0991522313147125,0.1386915272671804,0.0,0.4237107371187981,0.5346728845529511,
117,165,-0.0977169909514999,0.1483331648851314,0.0,0.4248150051444396,0.5370832939697741,
117,166,-0.0961860504933939,0.1578299926595476,0.0,0.4259929044290328,0.5394575009255279,
117,167,-0.0945609046460729,0.1671727164433319,0.0,0.4272432849521834,0.5417931818834267,
117,168,-0.0928431403326213,0.1763521887402507,0.0,0.42856492574180466,0.5440880499694003,
117,169,-0.0910344351823579,0.1853594176352217,0.0,0.42995653603680667,0.5463398572046665,
117,170,-0.0891365559310576,0.1941855756092267,0.0,0.4314167565179588,0.5485463967094596,
117,171,-0.0871513567330287,0.2028220082339634,0.0,0.4329441606065712,0.5507055048766929,
117,172,-0.0850807773891173,0.211260242723989,0.0,0.43453725582786024,0.5528150635099949,
117,173,-0.0829268414869491,0.219491996362321,0.0,0.4361944852418392,0.5548730019301092,
117,174,-0.0806916544598263,0.2275091847654788,0.0,0.4379142289367946,0.5568772990411556,
117,175,-0.0783774015629668,0.2353039299928039,0.0,0.43969480558636004,0.558825985357959,
117,176,-0.0759863457702932,0.2428685684837631,0.0,0.44153447406771756,0.5607171449903768,
117,177,-0.0735208255911563,0.2501956588220561,0.0,0.4434314351414019,0.562548917584324,
117,178,-0.0709832528130249,0.2572779893021246,0.0,0.4453838331880653,0.5643195002134019,
117,179,-0.0683761101667111,0.2641085853065094,0.0,0.44738975800484404,0.5660271492232369,
117,180,-0.0657019489215605,0.2706807164665874,0.0,0.4494472466556088,0.5676701820216646,
117,181,-0.0629633861497021,0.27698790468064,0.0,0.4515542855758398,0.5692469790832468,
117,182,-0.0601631029805071,0.2830239274131411,0.0,0.4537088119156387,0.5707559847740944,
117,183,-0.0573038411722668,0.2887828278155155,0.0,0.4559087161774658,0.5721957098820557,
117,184,-0.0543884007169801,0.2942589196627974,0.0,0.45815184405900655,0.5735647328508822,
117,185,-0.051419637105964,0.29944679332898,0.0,0.4604359985569995,0.5748617012740649,
117,186,-0.0484004585378978,0.3043413214949967,0.0,0.4627589421153558,0.576085333321831,
117,187,-0.0453338230730069,0.3089376645793765,0.0,0.46511839881471817,0.5772344190988064,
117,188,-0.042222735734234,0.3132312758870547,0.0,0.46751205660280826,0.5783078219312189,
117,189,-0.0390702455593521,0.3172179064661216,0.0,0.46993756956251825,0.579304479581086,
117,190,-0.0358794416884207,0.3208936107499696,0.0,0.47239256092220644,0.5802234056567505,
117,191,-0.0326534504995932,0.3242547500956271,0.0,0.47487462525939494,0.581063690497465,
117,192,-0.0293954345592235,0.3272979943909779,0.0,0.4773813293085534,0.581824501575196,
117,193,-0.0261085881692124,0.3300203275343907,0.0,0.4799102153869523,0.5825050848645322,
117,194,-0.0227961342080849,0.3324190507019024,0.0,0.48245880382512507,0.5831047656594789,
117,195,-0.0194613209452209,0.3344917852736508,0.0,0.48502459541798626,0.5836229493050678,
117,196,-0.016107418824702,0.3362364754209833,0.0,0.48760507389932595,0.584059121844133,
117,197,-0.0127377172256851,0.3376513903458356,0.0,0.49019770843436533,0.5844128505771563,
117,198,-0.0093555212023525,0.3387351261688194,0.0,0.4927999561280255,0.5846837845342886,
117,199,-0.0059641482067527,0.3394866074626608,0.0,0.4954092645463606,0.5848716548587104,
57,0,0.0,-0.859999999999999,0.0,0.4999980556183746,0.2850000014584705,
57,1,-0.0085985953405778,-0.8595782103305941,0.0,0.4933823317693209,0.2851054488763613,
57,2,-0.0171887562322812,-0.8583132794619064,0.0,0.48677309735050106,0.2854216815951516,
57,3,-0.0257620571754198,-0.8562065413560755,0.0,0.48017683490668367,0.2859483661243045,
57,4,-0.0343100932030462,-0.8532602171217373,0.0,0.4736000111848293,0.28668494718665855,
57,5,-0.0428244803905914,-0.8494774097611909,0.0,0.4670490767419794,0.28763064903163466,
57,6,-0.0512968730608951,-0.8448621011425654,0.0,0.46053045270777637,0.28878447619219566,
57,7,-0.0597189697188847,-0.8394191445017891,0.0,0.4540505262183467,0.2901452153593533,
57,8,-0.068082521724745,-0.8331542564538809,0.0,0.4476156437431989,0.2917114373793454,
57,9,-0.0763793418840653,-0.8260740076398448,0.0,0.4412321044760009,0.29348149959191255,
57,10,-0.0846013129337208,-0.8181858120573765,0.0,0.4349061538055766,0.29545354849762145,
57,11,-0.0927403959188734,-0.8094979151192102,0.0,0.428643976870677,0.297625522743278,
57,12,-0.1007886384412864,-0.8000193804990444,0.0,0.4224516922137603,0.2999951564104459,
57,13,-0.1087381827705329,-0.7897600758225665,0.0,0.41633534554026136,0.30255998259269073,
57,14,-0.1165812738073014,-0.7787306572664707,0.0,0.41030090359165794,0.30531733724582527,
57,15,-0.1243102647450747,-0.7669425553186097,0.0,0.40435424978939744,0.3082643627478718,
57,16,-0.1319176326671855,-0.7544079486841576,0.0,0.39850117223458686,0.3113980144225211,
57,17,-0.1393959768176043,-0.7411397557670846,0.0,0.3927473650384417,0.31471506266876415,
57,18,-0.1467380286929284,-0.7271516132549884,0.0,0.3870984205575508,0.318212098314684,
57,19,-0.1539366597047935,-0.7124578554557353,0.0,0.38155982349844864,0.3218855377832959,
57,20,-0.1609848880408771,-0.6970734938566562,0.0,0.3761369456387876,0.3257316282027478,
57,21,-0.1678758853300327,-0.6810141960922871,0.0,0.37083504069921075,0.3297464526643857,
57,22,-0.1746029830890875,-0.6642962644296138,0.0,0.36565923938321304,0.3339259356014423,
57,23,-0.1811596789579343,-0.6469366138229589,0.0,0.3606145445798864,0.33826584827531525,
57,24,-0.1875396427102684,-0.628952749632195,0.0,0.35570582673928397,0.34276181434601405,
57,25,-0.1937367220450049,-0.6103627450560201,0.0,0.3509378194165276,0.3474093155138411,
57,26,-0.1997449481462986,-0.5911852183753176,0.0,0.34631511499395096,0.35220369720855166,
57,27,-0.2055585410204862,-0.5714393100454712,0.0,0.3418421605748787,0.35714017431627537,
57,28,-0.211171914600246,-0.5511446597251791,0.0,0.3375232540565067,0.3622138369223125,
57,29,-0.2165796816215557,-0.5303213832828583,0.0,0.3333625403775907,0.36741965605953325,
57,30,-0.2217766582698712,-0.5089900498469399,0.0,0.329364007943696,0.3727524894458033,
57,31,-0.2267578685963752,-0.4871716589514704,0.0,0.32553148522935343,0.3782070871975843,
57,32,-0.2315185487092952,-0.4648876178067181,0.0,0.32186863755327655,0.38377809751228165,
57,33,-0.2360541419668032,-0.4421597590300639,0.0,0.31837897077692534,0.38946006223552226,
57,34,-0.2403603298793792,-0.4190101987635571,0.0,0.3150658075283544,0.3952474523317656,
57,35,-0.2444330076186227,-0.3954614327505016,0.0,0.3119323060456328,0.4011346438651568,
57,36,-0.2482682969267197,-0.3715362756310871,0.0,0.3089814502443534,0.40711593317561934,
57,37,-0.2518625491979872,-0.347257839403979,0.0,0.30621604734670504,0.4131855422634572,
57,38,-0.2552123483454963,-0.3226495121953483,0.0,0.3036387256759045,0.4193376240970978,
57,39,-0.2583145134545743,-0.2977349373580876,0.0,0.3012519326146031,0.42556626783828766,
57,40,-0.2611661012388079,-0.2725379928106047,0.0,0.2990579327152478,0.4318655040073944,
57,41,-0.263764408279607,-0.2470827707683839,0.0,0.2970588059769701,0.438229309550516,
57,42,-0.2661069730695529,-0.2213935577467405,0.0,0.29525644627344244,0.4446516128387925,
57,43,-0.2681915778560722,-0.1954948148707776,0.0,0.2936525599343627,0.4511262985909171,
57,44,-0.2700162502902191,-0.169411158461393,0.0,0.29224866447688846,0.4576472127266336,
57,45,-0.2715792648827779,-0.143167340881117,0.0,0.29104608748531724,0.4642081671552779,
57,46,-0.272879144269864,-0.116788231621402,0.0,0.29004596563733864,0.47080294450395505,
57,47,-0.2739146602904623,-0.0902987986046767,0.0,0.2892492438749805,0.4774253027920259,
57,48,-0.2746848348780449,-0.0637240896694919,0.0,0.2886566747186021,0.4840689800598207,
57,49,-0.2751889407677571,-0.0370892142121359,0.0,0.28826881772278806,0.49072769895823526,
57,50,-0.2754265020207328,-0.010419324946542,0.0,0.2880860390729421,0.4973951713087541,
57,51,-0.275397294366419,0.0162604002473895,0.0,0.2881085113219043,0.5040651026413699,
57,52,-0.2751013453717563,0.0429247759458683,0.0,0.2883362132597841,0.510731196600103,
57,53,-0.2745389344282781,0.0695486278964811,0.0,0.2887689299238861,0.5173871596218177,
57,54,-0.273710592537633,0.0961068113159745,0.0,0.2894062527637282,0.5240267055106685,
57,55,-0.2726171019282619,0.1225742287219308,0.0,0.2902475799359692,0.530643559896019,
57,56,-0.2712594954910949,0.1489258481982503,0.0,0.2912921167385804,0.5372314647988121,
57,57,-0.269639056032126,0.1751367217844133,0.0,0.2925388761859122,0.5437841832288859,
57,58,-0.2677573153401515,0.2011820040289918,0.0,0.293986679725972,0.5502955038233519,
57,59,-0.2656160530684364,0.2270369707292882,0.0,0.2956341581008658,0.5567592455315037,
57,60,-0.2632172954272931,0.252677037898996,0.0,0.29747975235272245,0.5631692623567336,
57,61,-0.260563313686385,0.2780777809728356,0.0,0.29952171497601515,0.5695194481576901,
57,62,-0.2576566224930441,0.3032149542923483,0.0,0.30175811121144114,0.5758037415197278,
57,63,-0.2544999779544407,0.3280645108346854,0.0,0.3041868205214923,0.5820161306871037,
57,64,-0.2510963755826512,0.352602622297821,0.0,0.30680553817151146,0.5881506585842805,
57,65,-0.2474490479978656,0.3768056994401716,0.0,0.30961177699683523,0.5942014279008326,
57,66,-0.2435614624319615,0.400650412780219,0.0,0.3126028693235338,0.6001626062663505,
57,67,-0.2394373180240392,0.424113713599981,0.0,0.31577596904921523,0.606028431501309,
57,68,-0.2350805429090549,0.447172855229282,0.0,0.3191280538830189,0.6117932169381353,
57,69,-0.2304952910894297,0.4698054146465952,0.0,0.32265592775258667,0.6174513568214187,
57,70,-0.2256859309229657,0.4919893576137733,0.0,0.32635622966141287,0.6229973425915944,
57,71,-0.2206570651308583,0.513702929885271,0.0,0.3302254182947624,0.6284257356872484,
57,72,-0.2154135043732049,0.5349248115702384,0.0,0.3342597923505647,0.6337312061356406,
57,73,-0.2099602704684726,0.5556340954138125,0.0,0.33845548806236936,0.6389085271230287,
57,74,-0.2043025921528411,0.5758103095588486,0.0,0.3428084824620898,0.6439525806851004,
57,75,-0.1984459006134872,0.5954334404251755,0.0,0.34731459681667587,0.6488583634267872,
57,76,-0.1923958247916948,0.6144839556736662,0.0,0.3519695002418818,0.6536209922632824,
57,77,-0.1861581864560074,0.6329428271995424,0.0,0.35676871349296213,0.658235710168367,
57,78,-0.1797389950474973,0.6507915540923838,0.0,0.3617076129307007,0.6626978919144122,
57,79,-0.1731444422928143,0.6680121855190562,0.0,0.36678143466610835,0.6670030497931118,
57,80,-0.1663808965926914,0.6845873434443125,0.0,0.3719852788778842,0.6711468392956313,
57,81,-0.1594548971839962,0.7005002451353383,0.0,0.3773141143041083,0.6751250647387461,
57,82,-0.1523731480762534,0.7157347253830549,0.0,0.38276278290745724,0.6789336848201657,
57,83,-0.1451425117710395,0.7302752583537598,0.0,0.3883260047074754,0.6825688180814445,
57,84,-0.1377700027659104,0.7441069790044427,0.0,0.39399838277862653,0.686026748261811,
57,85,-0.1302627789847359,0.7572157088664899,0.0,0.399774409843759,0.6893039307440936,
57,86,-0.1226281406432053,0.7695879606760051,0.0,0.4056484691469812,0.6923969937123009,
57,87,-0.1148735171823608,0.7812109748463082,0.0,0.411614844506947,0.6953027472697467,
57,88,-0.1070064608087325,0.7920727342186513,0.0,0.41766772528704954,0.6980181871267286,
57,89,-0.0990346397764621,0.8021619803053323,0.0,0.4238012115641274,0.7005404986613066,
57,90,-0.090965832321555,0.8114682281732973,0.0,0.430009318795426,0.7028670606402039,
57,91,-0.0828079175824652,0.819981784900912,0.0,0.43628598480426234,0.7049954498329994,
57,92,-0.0745688676037678,0.8276937647456447,0.0,0.4426250759323664,0.706923444804049,
57,93,-0.0662567391908912,0.8345961032089406,0.0,0.44902039330681676,0.7086490294287036,
57,94,-0.0578796656358464,0.8406815699259207,0.0,0.45546567920623005,0.7101703961157341,
57,95,-0.0494458507563571,0.8459437773878037,0.0,0.4619546216470301,0.7114859479879371,
57,96,-0.0409635531775534,0.8503772006042644,0.0,0.46848086647704806,0.7125943037977241,
57,97,-0.0324410848016663,0.8539771764806554,0.0,0.47503801855293276,0.7134942977714277,
57,98,-0.0238867998031555,0.8567399148517082,0.0,0.48161965020725456,0.7141849823677254,
57,99,-0.0153090858659568,0.8586625047604519,0.0,0.4882193079905306,0.714665629847371,
57,100,-0.0067163553654839,0.8597429192991555,0.0,0.49483051945575696,0.7149357334834292,
57,101,0.001882963488175,0.859980018989274,0.0,0.5014467999727961,0.7149950084062621,
57,102,0.0104804355206601,0.859373553705261,0.0,0.5080616595532287,0.7148433920844829,
57,103,0.0190676272615971,0.8579241630946748,0.0,0.5146686095196747,0.7144810444299822,
