,train_loss,val_loss
0,0.04179096221923828,
1,0.03351653926074505,0.0420004241168499
2,0.0342156228919824,0.043513670563697815
3,0.03277454028526942,0.042182620614767075
4,0.03273836833735307,0.041217703372240067
5,0.032916673769553505,0.041311901062726974
6,0.032473041365544,0.04104798287153244
7,0.03256697145601114,0.04132910072803497
8,0.03261298437913259,0.04149943217635155
9,0.03250904815892378,0.041226863861083984
10,0.03249502368271351,0.040982685983181
11,0.03250685644646486,0.04100756719708443
12,0.03252707049250603,0.04126269742846489
13,0.032446455831329025,0.04106268659234047
14,0.0324840247631073,0.04108308255672455
15,0.03248944319784641,0.041085295379161835
16,0.03246681081751982,0.04122695326805115
17,0.032463823134700455,0.04104120284318924
18,0.032447983821233116,0.040988873690366745
19,0.03246915712952614,0.041089411824941635
20,0.03244602866470814,0.04120233654975891
21,0.03245256654918194,0.04104313254356384
22,0.03245102489988009,0.04100213572382927
23,0.032480105136831604,0.041106753051280975
24,0.03243847191333771,0.04104098677635193
25,0.03245775463680426,0.041160497814416885
26,0.03243410773575306,0.041122399270534515
27,0.03245564239720503,0.04097688943147659
28,0.03246729324261347,0.04101727902889252
29,0.03244540778299173,0.041226357221603394
30,0.03243727795779705,0.0409962497651577
31,0.03242649075885614,0.040990058332681656
32,0.032442939778169,0.04108680039644241
33,0.03241809271275997,0.041128065437078476
34,0.032430597891410194,0.04100746661424637
35,0.03240998896459738,0.04097122326493263
36,0.032408224418759346,0.04108991101384163
37,0.032399063309033714,0.04109324887394905
38,0.03238908822337786,0.041060369461774826
39,0.03234402524928252,0.04097472131252289
40,0.032316177462538086,0.041047319769859314
41,0.03236752127607664,0.040953949093818665
42,0.03235426110525926,0.04124632477760315
43,0.032307520508766174,0.04084059223532677
44,0.03230076345304648,0.041069529950618744
45,0.03194792382419109,0.04117221385240555
46,0.04113017457226912,0.04059571027755737
47,0.04066755808889866,0.04476029798388481
48,0.03378655947744846,0.04219374433159828
49,0.03270602164169153,0.04087420925498009
50,0.03286247452100118,0.0418192595243454
51,0.03250740468502045,0.04132014885544777
52,0.03263480216264725,0.04095597192645073
53,0.032659064357479416,0.040996257215738297
54,0.03250726995368799,0.04096539691090584
55,0.03248400489489237,0.041087500751018524
56,0.03251471432546774,0.04127101972699165
57,0.03249096435805162,0.04121757671236992
58,0.03246301536758741,0.04104730859398842
59,0.032464202493429184,0.04097134619951248
60,0.0324648842215538,0.0409582257270813
61,0.03246441173056761,0.041002824902534485
62,0.03245891692737738,0.041060078889131546
63,0.032456511010726295,0.04107788950204849
64,0.032449918488661446,0.04105145111680031
65,0.03244974774618944,0.04101414605975151
66,0.03244893128673235,0.041004445403814316
67,0.03244602556029955,0.04099605977535248
68,0.03244754113256931,0.04100552201271057
69,0.032455783958236374,0.04103414714336395
70,0.03243832352260748,0.041032180190086365
71,0.03243545318643252,0.040991395711898804
72,0.03243785537779331,0.04096017777919769
73,0.03243342973291874,0.04093427583575249
74,0.03243090584874153,0.04095609113574028
75,0.03242830683787664,0.04099421948194504
